,datetime,pm2_5,pm10,no2,so2,co,no,o3,nh3
13500,2022-06-15 12:30:00,5.57,7.86,2.03,4.41,220.3,0.51,55.79,1.11
13501,2022-06-15 13:30:00,6.02,8.28,1.84,3.87,216.96,0.42,58.65,1.08
13502,2022-06-15 14:30:00,5.38,7.37,1.76,3.49,213.62,0.4,56.51,1.03
13503,2022-06-15 15:30:00,4.66,6.4,1.74,2.95,210.29,0.39,49.35,1.01
13504,2022-06-15 16:30:00,4.48,6.4,2.16,2.74,213.62,0.44,42.56,1.12
13505,2022-06-15 17:30:00,4.43,6.5,2.87,2.62,216.96,0.42,36.12,1.2
13506,2022-06-15 18:30:00,4.76,7.46,4.54,3.16,233.65,0.29,29.33,1.76
13507,2022-06-15 19:30:00,4.96,8.18,5.91,3.87,253.68,0.05,23.96,2.44
13508,2022-06-15 20:30:00,5.41,9.0,6.17,4.17,263.69,0.04,21.82,2.56
13509,2022-06-15 21:30:00,6.67,10.73,7.2,5.19,287.06,0.06,20.03,2.72
13510,2022-06-15 22:30:00,7.69,12.11,8.23,6.02,303.75,0.08,18.24,2.85
13511,2022-06-15 23:30:00,7.58,11.55,8.91,6.44,293.73,0.09,16.99,2.56
13512,2022-06-16 00:30:00,6.71,9.63,8.91,6.85,267.03,0.06,17.17,2.22
13513,2022-06-16 01:30:00,6.33,8.61,9.25,7.63,253.68,0.04,17.34,2.09
13514,2022-06-16 02:30:00,6.29,8.28,9.94,8.23,247.0,0.04,16.63,2.06
13515,2022-06-16 03:30:00,5.95,7.75,10.02,8.23,240.33,0.04,16.45,1.92
13516,2022-06-16 04:30:00,5.57,7.17,9.94,8.34,236.99,0.04,16.63,1.76
13517,2022-06-16 05:30:00,5.43,6.91,10.2,8.7,236.99,0.06,16.27,1.63
13518,2022-06-16 06:30:00,5.58,7.22,10.8,8.94,247.0,0.11,15.56,1.74
13519,2022-06-16 07:30:00,6.03,8.19,10.62,9.18,270.37,1.17,15.74,2.15
13520,2022-06-16 08:30:00,5.62,8.0,7.63,9.3,270.37,3.1,19.67,2.18
13521,2022-06-16 09:30:00,4.22,6.07,5.23,7.51,250.34,2.35,25.75,1.76
13522,2022-06-16 10:30:00,3.59,5.13,4.33,6.26,236.99,1.36,32.19,1.52
13523,2022-06-16 11:30:00,3.28,4.6,3.73,5.42,223.64,0.76,36.84,1.33
13524,2022-06-16 12:30:00,2.69,3.72,3.0,4.23,216.96,0.43,37.55,1.14
13525,2022-06-16 13:30:00,2.24,3.09,2.91,3.7,213.62,0.36,36.48,1.12
13526,2022-06-16 14:30:00,1.94,2.66,2.96,3.46,213.62,0.31,36.48,1.08
13527,2022-06-16 15:30:00,1.72,2.42,3.26,3.37,211.95,0.26,36.12,1.06
13528,2022-06-16 16:30:00,1.65,2.42,4.07,3.43,216.96,0.24,34.33,1.19
13529,2022-06-16 17:30:00,1.63,2.49,4.71,3.31,223.64,0.18,31.83,1.3
13530,2022-06-16 18:30:00,1.99,3.29,5.44,3.64,233.65,0.11,28.61,1.74
13531,2022-06-16 19:30:00,2.65,4.62,6.08,4.35,250.34,0.03,25.39,2.28
13532,2022-06-16 20:30:00,3.15,5.53,6.6,5.01,260.35,0.03,22.89,2.41
13533,2022-06-16 21:30:00,4.31,7.19,8.57,6.62,287.06,0.06,19.49,2.69
13534,2022-06-16 22:30:00,5.4,8.7,10.71,7.75,303.75,0.11,15.91,2.82
13535,2022-06-16 23:30:00,5.38,8.31,11.65,7.87,290.39,0.14,14.13,2.44
13536,2022-06-17 00:30:00,4.82,6.89,11.48,8.11,260.35,0.1,14.31,1.99
13537,2022-06-17 01:30:00,4.88,6.55,11.14,8.94,247.0,0.06,15.02,1.84
13538,2022-06-17 02:30:00,4.86,6.3,10.62,9.42,240.33,0.05,15.74,1.73
13539,2022-06-17 03:30:00,4.45,5.69,9.51,8.82,233.65,0.04,16.81,1.58
13540,2022-06-17 04:30:00,4.29,5.44,9.0,8.7,233.65,0.04,16.99,1.6
13541,2022-06-17 05:30:00,4.34,5.48,9.08,8.94,236.99,0.05,16.63,1.68
13542,2022-06-17 06:30:00,4.78,6.17,10.11,9.54,257.02,0.11,15.56,1.96
13543,2022-06-17 07:30:00,5.42,7.32,11.48,10.01,287.06,0.63,13.95,2.37
13544,2022-06-17 08:30:00,5.31,7.39,10.37,10.37,297.07,2.04,15.56,2.44
13545,2022-06-17 09:30:00,4.66,6.41,8.83,9.89,283.72,1.77,19.31,2.18
13546,2022-06-17 10:30:00,4.5,6.07,8.31,9.66,263.69,1.29,21.82,1.93
13547,2022-06-17 11:30:00,4.32,5.71,7.8,9.78,250.34,1.31,23.96,1.66
13548,2022-06-17 12:30:00,3.83,4.95,7.45,8.82,236.99,0.82,25.39,1.39
13549,2022-06-17 13:30:00,3.71,4.65,7.03,7.63,230.31,0.43,25.03,1.33
13550,2022-06-17 14:30:00,3.47,4.29,5.83,6.14,226.97,0.25,27.18,1.25
13551,2022-06-17 15:30:00,2.89,3.67,5.06,5.01,223.64,0.14,28.25,1.23
13552,2022-06-17 16:30:00,2.38,3.24,5.44,4.53,230.31,0.16,26.46,1.42
13553,2022-06-17 17:30:00,2.2,3.16,6.08,4.11,240.33,0.21,22.89,1.6
13554,2022-06-17 18:30:00,2.72,4.32,7.54,4.35,260.35,0.22,18.95,2.31
13555,2022-06-17 19:30:00,3.73,6.34,8.48,4.95,280.38,0.15,15.91,3.13
13556,2022-06-17 20:30:00,4.41,7.66,8.14,5.13,290.39,0.14,15.38,3.2
13557,2022-06-17 21:30:00,5.34,9.07,8.57,6.02,303.75,0.16,14.31,3.26
13558,2022-06-17 22:30:00,6.02,10.18,9.17,6.85,303.75,0.18,13.05,3.1
13559,2022-06-17 23:30:00,5.98,9.71,10.2,7.45,287.06,0.18,12.34,2.5
13560,2022-06-18 00:30:00,5.76,8.44,10.97,8.23,260.35,0.12,12.34,2.06
13561,2022-06-18 01:30:00,5.7,7.76,11.14,8.58,250.34,0.08,12.16,2.01
13562,2022-06-18 02:30:00,5.67,7.5,10.97,8.58,250.34,0.08,11.8,2.12
13563,2022-06-18 03:30:00,5.33,7.05,10.2,7.87,247.0,0.07,12.16,2.15
13564,2022-06-18 04:30:00,4.9,6.44,9.34,7.51,243.66,0.06,13.05,2.09
13565,2022-06-18 05:30:00,4.75,6.23,9.25,7.63,243.66,0.08,13.41,2.03
13566,2022-06-18 06:30:00,5.02,6.65,9.94,8.11,260.35,0.14,13.23,2.12
13567,2022-06-18 07:30:00,5.27,7.23,10.37,8.34,277.04,0.75,13.59,2.37
13568,2022-06-18 08:30:00,4.53,6.37,8.14,8.46,270.37,2.01,17.34,2.15
13569,2022-06-18 09:30:00,3.11,4.3,6.51,7.21,240.33,0.99,22.17,1.47
13570,2022-06-18 10:30:00,2.49,3.39,5.65,6.38,226.97,0.64,22.71,1.27
13571,2022-06-18 11:30:00,2.2,2.92,4.63,5.66,220.3,0.59,23.96,1.12
13572,2022-06-18 12:30:00,1.88,2.44,3.56,4.41,211.95,0.34,26.46,0.96
13573,2022-06-18 13:30:00,1.72,2.23,3.17,3.87,213.62,0.3,27.54,0.97
13574,2022-06-18 14:30:00,1.5,1.97,3.08,3.76,213.62,0.31,27.89,0.97
13575,2022-06-18 15:30:00,1.38,1.87,3.3,3.58,213.62,0.29,26.82,1.03
13576,2022-06-18 16:30:00,1.46,2.02,3.98,3.64,216.96,0.29,25.03,1.19
13577,2022-06-18 17:30:00,1.67,2.29,4.84,3.58,223.64,0.23,22.89,1.31
13578,2022-06-18 18:30:00,2.46,3.52,6.34,4.11,236.99,0.14,20.21,1.88
13579,2022-06-18 19:30:00,3.49,5.17,7.37,4.83,253.68,0.07,17.7,2.5
13580,2022-06-18 20:30:00,4.11,6.16,7.28,5.13,260.35,0.07,16.99,2.47
13581,2022-06-18 21:30:00,4.98,7.24,8.05,6.08,270.37,0.08,15.91,2.41
13582,2022-06-18 22:30:00,5.26,7.46,8.83,6.79,270.37,0.09,15.2,2.18
13583,2022-06-18 23:30:00,4.81,6.5,9.25,7.27,253.68,0.07,15.02,1.79
13584,2022-06-19 00:30:00,4.11,5.24,8.74,7.33,233.65,0.04,16.09,1.47
13585,2022-06-19 01:30:00,3.81,4.72,7.71,6.97,226.97,0.03,17.52,1.39
13586,2022-06-19 02:30:00,3.57,4.38,6.68,6.38,223.64,0.02,19.13,1.38
13587,2022-06-19 03:30:00,3.24,3.98,5.91,5.78,220.3,0.01,20.74,1.35
13588,2022-06-19 04:30:00,3.08,3.81,5.74,5.78,216.96,0.01,21.46,1.36
13589,2022-06-19 05:30:00,3.16,3.94,6.08,6.14,220.3,0.02,21.46,1.44
13590,2022-06-19 06:30:00,3.49,4.47,7.03,6.68,233.65,0.03,20.56,1.65
13591,2022-06-19 07:30:00,3.68,4.98,8.05,6.97,247.0,0.21,19.67,1.84
13592,2022-06-19 08:30:00,3.16,4.47,7.28,7.27,243.66,0.8,20.74,1.69
13593,2022-06-19 09:30:00,2.3,3.31,5.4,6.32,226.97,0.83,24.32,1.31
13594,2022-06-19 10:30:00,2.14,3.0,4.97,5.9,216.96,0.73,25.39,1.17
13595,2022-06-19 11:30:00,2.0,2.73,4.46,5.6,211.95,0.75,26.82,1.04
13596,2022-06-19 12:30:00,1.74,2.28,4.8,4.95,210.29,0.22,25.39,0.91
13597,2022-06-19 13:30:00,1.59,2.08,4.67,4.41,213.62,0.19,24.32,0.96
13598,2022-06-19 14:30:00,1.42,1.9,4.24,3.81,216.96,0.21,25.39,0.97
13599,2022-06-19 15:30:00,1.27,1.79,3.94,3.4,213.62,0.18,25.75,1.03
13600,2022-06-19 16:30:00,1.28,1.86,4.33,3.4,216.96,0.16,25.03,1.11
13601,2022-06-19 17:30:00,1.37,1.98,4.88,3.43,220.3,0.17,23.25,1.12
13602,2022-06-19 18:30:00,1.67,2.58,5.83,3.99,230.31,0.21,21.28,1.42
13603,2022-06-19 19:30:00,1.99,3.31,6.68,4.59,240.33,0.06,19.13,1.66
13604,2022-06-19 20:30:00,2.33,3.88,6.85,4.95,247.0,0.05,18.24,1.66
13605,2022-06-19 21:30:00,3.05,4.84,7.8,5.84,263.69,0.06,16.99,1.82
13606,2022-06-19 22:30:00,3.75,5.77,9.0,6.62,270.37,0.08,15.56,1.98
13607,2022-06-19 23:30:00,3.87,5.7,9.68,7.03,263.69,0.09,14.66,1.88
13608,2022-06-20 00:30:00,3.63,4.97,9.34,7.21,243.66,0.07,14.84,1.71
13609,2022-06-20 01:30:00,3.57,4.71,8.83,7.63,240.33,0.06,15.2,1.66
13610,2022-06-20 02:30:00,3.17,4.12,7.97,7.63,236.99,0.04,16.27,1.52
13611,2022-06-20 03:30:00,2.92,3.76,7.2,7.21,230.31,0.03,17.52,1.41
13612,2022-06-20 04:30:00,3.27,4.18,7.37,7.45,233.65,0.04,16.99,1.5
13613,2022-06-20 05:30:00,3.65,4.66,7.97,7.75,240.33,0.06,15.91,1.61
13614,2022-06-20 06:30:00,4.16,5.51,9.51,8.34,260.35,0.15,14.13,1.87
13615,2022-06-20 07:30:00,4.54,6.37,10.97,8.82,287.06,0.69,12.52,2.12
13616,2022-06-20 08:30:00,4.14,6.02,10.54,8.94,283.72,1.36,13.23,1.96
13617,2022-06-20 09:30:00,3.39,4.75,8.65,8.34,260.35,1.06,16.09,1.49
13618,2022-06-20 10:30:00,3.13,4.32,6.85,7.63,247.0,1.09,20.03,1.28
13619,2022-06-20 11:30:00,2.69,3.65,5.57,6.74,233.65,0.96,25.75,1.06
13620,2022-06-20 12:30:00,2.29,3.04,4.54,5.6,220.3,0.64,31.11,0.87
13621,2022-06-20 13:30:00,2.29,2.99,4.46,5.25,220.3,0.42,33.62,0.85
13622,2022-06-20 14:30:00,2.35,3.04,4.41,5.01,223.64,0.34,35.41,0.86
13623,2022-06-20 15:30:00,3.06,3.97,4.84,5.84,236.99,0.78,39.7,1.09
13624,2022-06-20 16:30:00,3.91,5.12,7.28,6.56,263.69,0.89,37.55,1.3
13625,2022-06-20 17:30:00,4.32,5.78,10.02,6.62,287.06,0.81,28.97,1.41
13626,2022-06-20 18:30:00,4.81,6.7,12.17,6.74,307.08,0.4,19.31,1.69
13627,2022-06-20 19:30:00,5.34,7.75,11.82,6.85,310.42,0.21,14.48,1.93
13628,2022-06-20 20:30:00,5.63,8.27,10.71,6.79,307.08,0.17,14.13,2.01
13629,2022-06-20 21:30:00,6.2,8.94,10.8,7.33,313.76,0.14,15.02,2.15
13630,2022-06-20 22:30:00,6.15,8.79,10.8,7.27,307.08,0.1,16.63,2.06
13631,2022-06-20 23:30:00,5.25,7.28,10.28,6.68,280.38,0.06,18.95,1.71
13632,2022-06-21 00:30:00,4.21,5.49,9.08,6.02,253.68,0.03,21.64,1.42
13633,2022-06-21 01:30:00,4.1,5.19,8.57,6.14,247.0,0.02,22.71,1.46
13634,2022-06-21 02:30:00,4.22,5.29,8.57,6.38,250.34,0.02,22.17,1.54
13635,2022-06-21 03:30:00,4.2,5.29,8.4,6.26,247.0,0.02,21.46,1.58
13636,2022-06-21 04:30:00,4.3,5.45,8.65,6.38,250.34,0.02,20.38,1.71
13637,2022-06-21 05:30:00,4.83,6.16,9.77,7.09,263.69,0.05,18.24,1.93
13638,2022-06-21 06:30:00,6.36,8.42,12.85,8.58,300.41,0.19,14.48,2.44
13639,2022-06-21 07:30:00,7.63,10.67,15.94,10.01,343.8,0.81,11.0,2.75
13640,2022-06-21 08:30:00,6.57,9.53,13.71,10.61,327.11,2.07,13.23,2.53
13641,2022-06-21 09:30:00,4.06,5.91,7.71,8.58,263.69,1.63,21.99,1.68
13642,2022-06-21 10:30:00,3.53,5.19,6.85,8.34,250.34,1.09,25.03,1.57
13643,2022-06-21 11:30:00,3.15,4.57,6.08,8.11,236.99,0.75,29.68,1.35
13644,2022-06-21 12:30:00,2.71,3.7,5.27,7.33,226.97,0.44,34.33,1.06
13645,2022-06-21 13:30:00,2.75,3.65,5.74,7.63,230.31,0.39,35.41,1.12
13646,2022-06-21 14:30:00,2.81,3.74,6.34,7.51,236.99,0.32,35.76,1.23
13647,2022-06-21 15:30:00,2.78,3.7,6.77,7.21,243.66,0.17,35.76,1.23
13648,2022-06-21 16:30:00,2.77,3.7,7.63,6.97,253.68,0.15,33.26,1.27
13649,2022-06-21 17:30:00,2.7,3.65,8.65,6.85,253.68,0.13,29.33,1.25
13650,2022-06-21 18:30:00,3.35,4.73,10.62,7.75,267.03,0.07,25.75,1.58
13651,2022-06-21 19:30:00,4.58,6.6,12.17,8.94,287.06,0.04,22.71,1.96
13652,2022-06-21 20:30:00,5.54,7.99,12.68,9.54,300.41,0.04,20.56,2.15
13653,2022-06-21 21:30:00,6.6,9.36,13.37,10.13,323.77,0.06,18.6,2.47
13654,2022-06-21 22:30:00,6.83,9.74,13.02,9.66,330.45,0.08,17.52,2.56
13655,2022-06-21 23:30:00,5.95,8.38,12.0,9.06,310.42,0.06,18.06,2.22
13656,2022-06-22 00:30:00,4.82,6.46,10.37,8.58,273.7,0.03,19.67,1.84
13657,2022-06-22 01:30:00,4.53,5.82,9.17,8.58,260.35,0.02,20.74,1.76
13658,2022-06-22 02:30:00,4.4,5.61,8.48,8.34,257.02,0.02,20.74,1.77
13659,2022-06-22 03:30:00,4.18,5.35,8.14,7.99,253.68,0.02,21.1,1.77
13660,2022-06-22 04:30:00,4.13,5.31,8.31,8.23,253.68,0.02,21.64,1.82
13661,2022-06-22 05:30:00,4.33,5.58,9.08,8.94,260.35,0.02,21.64,1.92
13662,2022-06-22 06:30:00,5.06,6.56,10.97,10.01,283.72,0.05,20.92,2.18
13663,2022-06-22 07:30:00,6.01,8.07,13.19,10.73,320.43,0.45,19.49,2.69
13664,2022-06-22 08:30:00,5.88,8.13,12.68,10.49,330.45,1.52,22.17,2.79
13665,2022-06-22 09:30:00,4.94,6.97,10.37,9.54,307.08,1.33,28.25,2.66
13666,2022-06-22 10:30:00,4.77,6.8,9.17,9.54,293.73,1.06,31.83,2.66
13667,2022-06-22 11:30:00,4.59,6.52,8.57,9.66,283.72,0.8,34.33,2.47
13668,2022-06-22 12:30:00,6.81,9.48,11.31,11.92,340.46,2.1,33.97,3.58
13669,2022-06-22 13:30:00,9.93,13.42,15.42,13.35,397.21,3.21,32.19,4.18
13670,2022-06-22 14:30:00,11.73,15.44,17.48,13.11,407.22,3.52,32.19,3.48
13671,2022-06-22 15:30:00,10.81,14.14,17.14,11.44,373.84,2.46,34.33,2.79
13672,2022-06-22 16:30:00,9.99,12.98,18.16,11.56,370.5,1.68,33.97,2.94
13673,2022-06-22 17:30:00,9.88,12.69,20.91,13.11,390.53,1.03,30.04,3.39
13674,2022-06-22 18:30:00,8.97,11.29,19.02,14.9,363.83,0.2,31.47,3.13
13675,2022-06-22 19:30:00,10.62,13.64,19.88,15.97,390.53,0.02,27.18,3.51
13676,2022-06-22 20:30:00,11.88,15.46,19.19,15.97,400.54,0.02,25.39,3.32
13677,2022-06-22 21:30:00,13.55,17.49,19.54,17.17,423.91,0.03,23.25,3.45
13678,2022-06-22 22:30:00,14.93,19.22,20.56,17.64,447.27,0.05,19.67,3.64
13679,2022-06-22 23:30:00,14.6,18.66,21.08,16.45,423.91,0.08,16.63,3.29
13680,2022-06-23 00:30:00,13.4,16.84,19.88,14.42,373.84,0.07,15.2,2.85
13681,2022-06-23 01:30:00,13.49,16.41,18.16,13.83,343.8,0.05,15.2,2.75
13682,2022-06-23 02:30:00,14.14,16.56,17.48,14.42,333.79,0.05,15.2,2.66
13683,2022-06-23 03:30:00,14.35,16.48,17.14,14.54,323.77,0.05,14.66,2.53
13684,2022-06-23 04:30:00,14.99,17.29,17.31,14.31,327.11,0.1,12.7,2.94
13685,2022-06-23 05:30:00,16.54,19.22,18.68,14.78,350.48,0.26,9.66,3.99
13686,2022-06-23 06:30:00,20.76,24.66,22.28,16.93,433.92,1.58,4.38,5.45
13687,2022-06-23 07:30:00,27.13,32.83,24.33,20.74,574.11,7.82,1.63,5.83
13688,2022-06-23 08:30:00,30.42,36.52,23.65,25.27,640.87,14.08,2.95,5.32
13689,2022-06-23 09:30:00,26.6,31.51,23.99,27.18,607.49,11.29,3.93,4.62
13690,2022-06-23 10:30:00,22.82,27.07,24.68,26.46,580.79,7.71,4.92,4.56
13691,2022-06-23 11:30:00,20.46,24.3,24.68,26.23,547.41,5.53,6.53,4.56
13692,2022-06-23 12:30:00,17.32,20.9,17.48,22.41,487.33,6.31,18.95,4.12
13693,2022-06-23 13:30:00,14.3,17.52,14.91,17.88,420.57,4.14,28.25,3.58
13694,2022-06-23 14:30:00,12.46,15.27,13.88,16.21,387.19,3.41,35.76,3.17
13695,2022-06-23 15:30:00,9.79,12.07,13.71,13.83,347.14,2.12,37.55,2.63
13696,2022-06-23 16:30:00,8.01,10.05,14.74,11.92,340.46,1.33,33.97,2.47
13697,2022-06-23 17:30:00,7.54,9.49,16.62,11.44,350.48,0.57,29.33,2.37
13698,2022-06-23 18:30:00,9.96,12.93,22.28,11.56,427.25,0.31,18.78,3.26
13699,2022-06-23 19:30:00,14.88,20.05,26.73,12.28,540.73,0.92,7.6,4.18
13700,2022-06-23 20:30:00,17.8,24.49,25.02,12.64,567.44,1.75,3.71,4.37
13701,2022-06-23 21:30:00,20.73,28.59,24.33,13.47,600.81,2.79,1.77,5.0
13702,2022-06-23 22:30:00,20.05,27.79,22.28,12.99,580.79,3.19,1.25,4.81
13703,2022-06-23 23:30:00,14.02,19.6,19.19,10.97,473.98,2.1,2.26,3.7
13704,2022-06-24 00:30:00,7.92,11.05,14.74,8.82,347.14,0.58,5.99,2.75
13705,2022-06-24 01:30:00,6.82,9.34,12.0,8.11,317.1,0.24,8.49,2.85
13706,2022-06-24 02:30:00,7.28,9.81,10.88,7.87,320.43,0.18,9.3,3.23
13707,2022-06-24 03:30:00,8.4,11.32,10.54,7.39,337.12,0.23,8.58,3.83
13708,2022-06-24 04:30:00,10.16,13.81,10.8,7.33,370.5,0.43,6.71,4.75
13709,2022-06-24 05:30:00,12.65,17.21,12.34,8.11,423.91,1.16,4.02,5.89
13710,2022-06-24 06:30:00,18.54,24.97,14.74,10.37,567.44,5.53,0.99,7.16
13711,2022-06-24 07:30:00,25.98,34.68,15.59,12.87,787.73,16.32,1.29,6.97
13712,2022-06-24 08:30:00,21.47,28.6,16.96,13.35,734.33,16.99,3.31,5.19
13713,2022-06-24 09:30:00,9.14,12.36,15.08,12.52,423.91,3.16,10.46,3.39
13714,2022-06-24 10:30:00,7.08,9.87,12.68,11.92,373.84,1.4,15.2,3.64
13715,2022-06-24 11:30:00,5.84,8.28,11.14,11.8,343.8,0.81,18.24,3.77
13716,2022-06-24 12:30:00,5.3,7.34,10.54,11.68,337.12,0.94,20.03,3.61
13717,2022-06-24 13:30:00,5.4,7.19,10.88,10.85,347.14,1.24,20.03,3.39
13718,2022-06-24 14:30:00,5.66,7.38,11.31,10.01,353.81,1.51,19.67,3.1
13719,2022-06-24 15:30:00,5.11,6.65,11.14,8.34,340.46,1.1,20.03,2.6
13720,2022-06-24 16:30:00,4.99,6.46,12.34,8.11,340.46,0.82,19.85,2.47
13721,2022-06-24 17:30:00,5.08,6.53,13.88,8.11,347.14,0.62,17.7,2.47
13722,2022-06-24 18:30:00,5.88,7.76,15.25,8.23,370.5,0.51,13.23,2.94
13723,2022-06-24 19:30:00,8.3,11.26,16.96,9.66,433.92,0.8,7.6,3.83
13724,2022-06-24 20:30:00,10.68,14.6,17.14,10.73,480.65,1.24,4.87,4.31
13725,2022-06-24 21:30:00,13.35,17.62,17.48,12.76,534.06,1.4,4.02,4.62
13726,2022-06-24 22:30:00,13.25,17.01,16.11,13.35,527.38,0.92,5.36,4.24
13727,2022-06-24 23:30:00,9.94,12.69,13.37,12.04,447.27,0.39,8.67,3.39
13728,2022-06-25 00:30:00,5.63,7.45,9.08,8.58,340.46,0.1,13.77,2.47
13729,2022-06-25 01:30:00,3.29,4.49,5.65,5.48,277.04,0.03,17.88,1.93
13730,2022-06-25 02:30:00,2.31,3.11,4.16,4.23,253.68,0.02,20.56,1.65
13731,2022-06-25 03:30:00,1.98,2.64,3.77,3.87,243.66,0.01,22.17,1.54
13732,2022-06-25 04:30:00,2.22,2.92,4.24,4.41,250.34,0.02,21.99,1.66
13733,2022-06-25 05:30:00,2.67,3.5,5.1,5.01,257.02,0.03,20.74,1.9
13734,2022-06-25 06:30:00,3.66,4.86,6.85,6.2,287.06,0.07,18.6,2.34
13735,2022-06-25 07:30:00,4.91,6.69,9.0,7.15,327.11,0.37,16.63,2.91
13736,2022-06-25 08:30:00,5.07,7.03,8.65,7.09,333.79,1.22,18.42,2.98
13737,2022-06-25 09:30:00,4.34,5.85,7.8,6.44,307.08,0.43,21.28,2.41
13738,2022-06-25 10:30:00,3.76,4.98,6.43,6.08,287.06,0.35,23.96,2.12
13739,2022-06-25 11:30:00,3.04,4.02,5.23,5.48,267.03,0.34,27.54,1.79
13740,2022-06-25 12:30:00,2.46,3.25,4.5,4.71,253.68,0.28,31.11,1.47
13741,2022-06-25 13:30:00,2.68,3.46,5.14,5.25,260.35,0.4,32.54,1.55
13742,2022-06-25 14:30:00,3.21,4.01,5.74,6.08,273.7,0.73,33.97,1.74
13743,2022-06-25 15:30:00,3.93,4.88,6.51,6.79,293.73,1.06,35.05,1.98
13744,2022-06-25 16:30:00,5.26,6.51,9.68,8.23,330.45,1.2,28.97,2.37
13745,2022-06-25 17:30:00,6.69,8.26,13.54,9.54,380.52,1.36,20.74,2.72
13746,2022-06-25 18:30:00,8.88,10.99,16.62,10.97,440.6,1.08,14.31,3.29
13747,2022-06-25 19:30:00,11.09,13.89,17.48,11.44,480.65,0.5,9.75,3.8
13748,2022-06-25 20:30:00,11.67,14.92,15.77,10.49,480.65,0.45,8.31,3.83
13749,2022-06-25 21:30:00,11.83,15.1,13.88,10.13,480.65,0.39,8.49,3.77
13750,2022-06-25 22:30:00,12.25,15.51,13.37,10.13,487.33,0.39,8.23,3.8
13751,2022-06-25 23:30:00,11.11,13.93,12.85,9.3,460.62,0.35,8.23,3.45
13752,2022-06-26 00:30:00,8.45,10.54,10.88,7.75,397.21,0.19,9.75,2.94
13753,2022-06-26 01:30:00,6.9,8.61,8.91,7.39,353.81,0.09,11.8,2.88
13754,2022-06-26 02:30:00,6.62,8.17,7.97,7.87,333.79,0.06,13.23,2.94
13755,2022-06-26 03:30:00,7.23,9.02,7.97,8.11,337.12,0.06,13.23,3.29
13756,2022-06-26 04:30:00,8.79,11.09,8.74,8.7,360.49,0.09,12.16,3.7
13757,2022-06-26 05:30:00,10.92,13.72,10.28,9.66,397.21,0.18,10.73,4.05
13758,2022-06-26 06:30:00,14.08,17.47,13.71,11.21,473.98,0.65,7.87,4.37
13759,2022-06-26 07:30:00,18.19,22.6,17.31,12.64,607.49,3.3,4.02,4.81
13760,2022-06-26 08:30:00,16.72,20.75,16.28,11.92,620.84,6.37,6.62,4.37
13761,2022-06-26 09:30:00,11.14,13.94,13.71,10.61,494.0,3.8,12.16,3.45
13762,2022-06-26 10:30:00,8.15,10.38,10.88,9.06,400.54,1.98,17.17,2.82
13763,2022-06-26 11:30:00,5.65,7.22,8.14,7.51,320.43,1.06,22.89,2.15
13764,2022-06-26 12:30:00,3.47,4.44,5.48,5.42,267.03,0.65,28.61,1.46
13765,2022-06-26 13:30:00,3.08,3.85,4.97,5.25,253.68,0.56,31.83,1.28
13766,2022-06-26 14:30:00,2.97,3.64,4.71,5.01,243.66,0.45,33.26,1.16
13767,2022-06-26 15:30:00,2.87,3.49,4.41,4.65,230.31,0.43,33.26,1.04
13768,2022-06-26 16:30:00,3.14,3.79,5.36,5.01,236.99,0.47,30.4,1.11
13769,2022-06-26 17:30:00,3.3,4.0,6.6,4.95,243.66,0.4,27.18,1.23
13770,2022-06-26 18:30:00,3.88,4.81,8.48,5.42,267.03,0.21,23.25,1.55
13771,2022-06-26 19:30:00,4.7,6.05,9.25,5.66,290.39,0.06,20.56,1.82
13772,2022-06-26 20:30:00,5.09,6.73,8.83,5.72,297.07,0.05,20.38,1.88
13773,2022-06-26 21:30:00,5.58,7.34,8.74,6.08,307.08,0.05,20.03,2.06
13774,2022-06-26 22:30:00,5.53,7.23,8.23,5.72,303.75,0.04,20.38,2.03
13775,2022-06-26 23:30:00,4.74,6.05,7.37,5.13,280.38,0.03,21.46,1.77
13776,2022-06-27 00:30:00,3.63,4.48,6.17,4.89,253.68,0.02,22.89,1.55
13777,2022-06-27 01:30:00,3.56,4.4,6.08,5.72,257.02,0.02,23.25,1.69
13778,2022-06-27 02:30:00,3.7,4.57,6.08,6.38,263.69,0.02,22.53,1.8
13779,2022-06-27 03:30:00,3.74,4.63,6.08,6.5,267.03,0.02,22.17,1.85
13780,2022-06-27 04:30:00,3.57,4.46,6.0,6.38,263.69,0.02,22.71,1.8
13781,2022-06-27 05:30:00,3.55,4.48,6.51,6.5,263.69,0.02,22.89,1.77
13782,2022-06-27 06:30:00,4.46,5.85,8.48,7.39,290.39,0.06,21.1,2.12
13783,2022-06-27 07:30:00,5.96,8.09,11.31,8.58,337.12,0.43,17.7,2.63
13784,2022-06-27 08:30:00,6.18,8.47,10.88,8.82,343.8,1.65,18.24,2.63
13785,2022-06-27 09:30:00,5.54,7.42,9.42,8.23,317.1,1.47,21.28,2.25
13786,2022-06-27 10:30:00,5.08,6.77,8.31,7.87,297.07,1.19,23.25,1.93
13787,2022-06-27 11:30:00,4.52,5.93,7.88,8.46,273.7,0.98,25.39,1.58
13788,2022-06-27 12:30:00,4.01,5.14,7.63,8.58,257.02,0.82,27.18,1.25
13789,2022-06-27 13:30:00,3.68,4.72,7.11,7.87,250.34,0.94,27.89,1.16
13790,2022-06-27 14:30:00,3.21,4.2,6.68,7.09,243.66,0.92,27.18,1.14
